time,PV power,Direct-in-plane,Sun Height,Air Temperature,Wind speed
20200126:1011,23.17,40.41,11.12,4.76,3.52
20200126:1111,231.51,271.26,15.62,4.51,3.24
20200126:1211,380.39,437.66,18.05,4.77,2.97
20200126:1311,303.91,352.73,18.18,5.14,2.83
20200126:1411,209.05,248.3,15.98,5.44,2.97
20200126:1511,272.23,318.69,11.68,5.43,2.83
20200126:1611,35.59,56.18,5.65,5.19,2.83
20200126:1711,0,0,0,4.41,3.24
20200126:1811,0,0,0,3.91,3.86
20200126:1911,0,0,0,3.55,4.48
20200126:2011,0,0,0,3.86,4.76
20200126:2111,0,0,0,3.76,4.14
20200126:2211,0,0,0,3.44,3.79
20200126:2311,0,0,0,3.27,3.79
20200127:0011,0,0,0,3.03,4.21
20200127:0111,0,0,0,2.77,4.48
20200127:0211,0,0,0,2.31,4.69
20200127:0311,0,0,0,2.1,4.34
20200127:0411,0,0,0,1.73,4
20200127:0511,0,0,0,1.46,3.86
20200127:0611,0,0,0,1.32,3.79
20200127:0711,0,0,0,1.59,3.45
20200127:0811,0,0,0,1.48,3.52
20200127:0911,192.09,226.49,5.12,1.44,3.31
20200127:1011,447.06,506.88,11.33,2.16,3.24
20200127:1111,453.5,516.82,15.85,3.14,3.1
20200127:1211,146.15,178.83,18.3,4.2,3.79
20200127:1311,124.6,155.82,18.43,4.94,4.83
20200127:1411,185.54,221.85,16.24,5.31,4.55
20200127:1511,81.6,108.41,11.94,5.09,3.79
20200127:1611,90.76,120.05,5.9,4.3,3.66
20200127:1711,0,0,0,2.97,3.31
20200127:1811,0,0,0,2.31,2.97
20200127:1911,0,0,0,1.97,3.79
20200127:2011,0,0,0,1.57,4.21
20200127:2111,0,0,0,1.32,4.28
20200127:2211,0,0,0,1.11,4.34
20200127:2311,0,0,0,0.7,4.34
20200128:0011,0,0,0,0.49,4.48
20200128:0111,0,0,0,0.62,4.41
20200128:0211,0,0,0,0.84,4.41
20200128:0311,0,0,0,0.79,4.34
20200128:0411,0,0,0,0.74,4.48
20200128:0511,0,0,0,1.43,4.83
20200128:0611,0,0,0,1.82,5.03
20200128:0711,0,0,0,1.92,4.76
20200128:0811,0,0,0,1.86,4.69
20200128:0911,128.17,157.28,5.32,1.83,4.83
20200128:1011,28.57,46.69,11.55,2.26,5.1
20200128:1111,44.27,65.55,16.09,3,5.93
20200128:1211,576.59,651.09,18.55,3.59,6
20200128:1311,590.2,668.57,18.7,4.12,6
20200128:1411,448.6,507.95,16.51,4.21,5.66
20200128:1511,402.99,459.59,12.2,4.49,5.38
20200128:1611,182.49,221.94,6.15,3.89,5.52
20200128:1711,0,0,0,3.36,5.1
20200128:1811,0,0,0,2.95,4.76
20200128:1911,0,0,0,2.73,4.55
20200128:2011,0,0,0,2.65,4.41
20200128:2111,0,0,0,2.64,4.28
20200128:2211,0,0,0,2.62,4.07
20200128:2311,0,0,0,2.47,4
20200129:0011,0,0,0,2.41,3.93
20200129:0111,0,0,0,2.46,3.79
20200129:0211,0,0,0,2.42,3.72
20200129:0311,0,0,0,2.84,3.66
20200129:0411,0,0,0,2.84,3.52
20200129:0511,0,0,0,2.78,3.31
20200129:0611,0,0,0,2.65,3.03
20200129:0711,0,0,0,2.9,3.03
20200129:0811,0,0,0,2.67,3.24
20200129:0911,190.42,226,5.53,2.92,3.52
20200129:1011,317.64,364.21,11.78,4.09,3.86
20200129:1111,242.48,284.24,16.34,5.59,3.72
20200129:1211,570.55,660.83,18.82,6.72,4.07
20200129:1311,161.03,197.85,18.97,7.79,4
20200129:1411,86.09,115.03,16.78,8.12,4.62
20200129:1511,84.1,112.51,12.47,8.21,4.55
20200129:1611,9.56,22.45,6.41,8.14,4.41
20200129:1711,0,0,0,7.95,4.07
20200129:1811,0,0,0,7.68,3.86
20200129:1911,0,0,0,7.3,3.79
20200129:2011,0,0,0,7.13,3.59
20200129:2111,0,0,0,6.87,3.52
20200129:2211,0,0,0,6.79,3.52
20200129:2311,0,0,0,6.66,3.38
20200130:0011,0,0,0,6.51,3.17
20200130:0111,0,0,0,6.19,3.03
20200130:0211,0,0,0,6.03,3.24
20200130:0311,0,0,0,5.95,3.38
20200130:0411,0,0,0,6.32,3.17
20200130:0511,0,0,0,6.95,3.1
20200130:0611,0,0,0,7.42,3.1
20200130:0711,0,0,0,8.09,3.52
20200130:0811,0,0,0,8.39,3.45
20200130:0911,5.44,16.16,5.75,8.6,3.31
20200130:1011,53.67,78.06,12.01,9.08,3.59
20200130:1111,259.27,308.09,16.59,9.63,3.72
20200130:1211,62.38,88.9,19.08,10.02,4.83
20200130:1311,225.85,270.84,19.24,10.1,5.45
20200130:1411,227.78,272.73,17.05,10,5.31
20200130:1511,136.58,172.01,12.74,10.1,5.38
20200130:1611,23.5,41.67,6.67,9.84,5.1
20200130:1711,0,0,0,9.18,4.69
20200130:1811,0,0,0,8.5,4.14
20200130:1911,0,0,0,7.97,3.79
20200130:2011,0,0,0,7.8,3.52
20200130:2111,0,0,0,7.62,3.31
20200130:2211,0,0,0,7.69,3.24
20200130:2311,0,0,0,8.08,3.52
20200131:0011,0,0,0,8.95,4.21
20200131:0111,0,0,0,9.93,4.9
20200131:0211,0,0,0,10.57,5.45
20200131:0311,0,0,0,10.69,5.72
20200131:0411,0,0,0,10.22,5.31
20200131:0511,0,0,0,9.67,5.03
20200131:0611,0,0,0,9.28,4.9
20200131:0711,0,0,0,9.79,4.62
20200131:0811,0,0,0,10.02,4.48
20200131:0911,183.92,225.56,5.97,10.24,4.28
20200131:1011,157.52,195.22,12.25,10.53,4.21
20200131:1111,280.95,333.57,16.85,10.91,4.41
20200131:1211,519.06,612.46,19.35,11.15,4.07
20200131:1311,329.98,390.31,19.52,11.21,4.28
20200131:1411,133.72,169.9,17.33,11.18,4.9
20200131:1511,46.65,70.5,13.01,11.37,4.69
20200131:1611,27.22,46.75,6.93,11.38,5.17
20200131:1711,0,0,0,11.26,5.52
20200131:1811,0,0,0,10.77,5.38
20200131:1911,0,0,0,10.21,5.45
20200131:2011,0,0,0,9.67,5.52
20200131:2111,0,0,0,9.19,5.72
20200131:2211,0,0,0,8.83,5.93
20200131:2311,0,0,0,8.52,6
20200201:0011,0,0,0,8.17,6
20200201:0111,0,0,0,8.07,6.14
20200201:0211,0,0,0,7.69,6.07
20200201:0311,0,0,0,7.45,6.21
20200201:0411,0,0,0,7.15,6.28
20200201:0511,0,0,0,7.04,6.41
20200201:0611,0,0,0,6.98,6.55
20200201:0711,0,0,0,6.57,6.07
20200201:0811,0,0,0,6.53,6.34
20200201:0911,25.16,43.01,6.19,6.56,6.48
20200201:1011,48.82,71.72,12.5,6.99,6.69
20200201:1111,59.17,84.13,17.11,7.53,5.79
20200201:1211,57.62,82.61,19.63,8.27,7.72
20200201:1311,215.76,257.5,19.81,8.84,7.93
20200201:1411,313.24,365.24,17.62,9.01,6.62
20200201:1511,372.4,434.48,13.29,8.8,4.83
20200201:1611,101.11,133.53,7.2,8.44,4.28
20200201:1711,0,0,0,7.61,3.59
20200201:1811,0,0,0,6.96,2.83
20200201:1911,0,0,0,6.57,2
20200201:2011,0,0,0,6.33,1.86
20200201:2111,0,0,0,6.26,1.72
20200201:2211,0,0,0,6.07,2.34
20200201:2311,0,0,0,5.96,3.17
20200202:0011,0,0,0,5.38,4.14
20200202:0111,0,0,0,4.61,4.14
20200202:0211,0,0,0,4.6,4.07
20200202:0311,0,0,0,5.18,3.79
20200202:0411,0,0,0,6.16,3.52
20200202:0511,0,0,0,8.26,5.17
20200202:0611,0,0,0,8.58,5.31
20200202:0711,0,0,0,8.07,4.41
20200202:0811,0,0,0,7.88,4.28
20200202:0911,101.95,132.17,6.43,7.75,4.34
20200202:1011,318.58,370.91,12.75,8.29,4.97
20200202:1111,165.09,202.9,17.38,9,4.41
20200202:1211,658.07,774.56,19.91,9.41,4.62
20200202:1311,576.95,675.91,20.09,9.93,4.83
20200202:1411,215.54,258.35,17.9,9.32,5.86
20200202:1511,128.68,162.63,13.57,9.17,5.72
20200202:1611,81.04,110.58,7.47,9.11,5.59
20200202:1711,0,0,0,8.72,5.45
20200202:1811,0,0,0,8.16,5.45
20200202:1911,0,0,0,7.99,5.79
20200202:2011,0,0,0,7.91,6.07
20200202:2111,0,0,0,7.57,6.14
20200202:2211,0,0,0,7.6,6.28
20200202:2311,0,0,0,7.3,5.66
20200203:0011,0,0,0,7.08,5.24
20200203:0111,0,0,0,6.76,4.9
20200203:0211,0,0,0,6.66,4.83
20200203:0311,0,0,0,6.44,4.9
20200203:0411,0,0,0,6.2,4.97
20200203:0511,0,0,0,5.9,4.76
20200203:0611,0,0,0,5.5,4.48
20200203:0711,0,0,0,5.08,4
20200203:0811,0,0,0,4.85,3.93
20200203:0911,67.69,92.48,6.67,4.79,3.86
20200203:1011,258.3,300.63,13.01,5.1,3.93
20200203:1111,359.74,414.87,17.65,5.76,3.66
20200203:1211,246.03,288.62,20.2,6.41,5.66
20200203:1311,169.43,205.86,20.39,6.71,5.66
20200203:1411,545.37,625.49,18.2,6.61,5.59
20200203:1511,435.36,499.87,13.85,6.34,5.45
20200203:1611,206.01,249.81,7.74,5.98,4.69
20200203:1711,0,0,0,5.39,4.83
20200203:1811,0,0,0,4.77,4.76
20200203:1911,0,0,0,4.22,4.83
20200203:2011,0,0,0,4.1,4.9
20200203:2111,0,0,0,3.98,5.17
20200203:2211,0,0,0,4.11,5.59
20200203:2311,0,0,0,4.17,5.72
20200204:0011,0,0,0,3.91,5.79
20200204:0111,0,0,0,3.69,5.45
20200204:0211,0,0,0,3.84,5.45
20200204:0311,0,0,0,4.06,5.45
20200204:0411,0,0,0,4.15,5.31
20200204:0511,0,0,0,4.26,5.17
20200204:0611,0,0,0,4.31,4.97
20200204:0711,0,0,0,4.41,4.9
20200204:0811,0,0,0,4.61,4.69
20200204:0911,67.78,92.58,6.91,4.8,4.21
20200204:1011,384.97,442.41,13.27,5.59,3.86
20200204:1111,549.71,639.18,17.93,6.54,3.24
20200204:1211,674.9,792.7,20.49,7.37,3.86
20200204:1311,697.91,817.97,20.69,7.97,4.76
20200204:1411,583.75,679.29,18.49,8.34,4.76
20200204:1511,287.34,338.75,14.14,8.3,3.72
20200204:1611,224.71,274.63,8.02,8.01,2.76
20200204:1711,0,0,0,6.96,2.07
20200204:1811,0,0,0,5.81,1.72
20200204:1911,0,0,0,4.77,1.66
20200204:2011,0,0,0,3.9,1.52
20200204:2111,0,0,0,2.97,1.59
20200204:2211,0,0,0,2.15,1.59
20200204:2311,0,0,0,1.48,1.45
20200205:0011,0,0,0,1.02,1.45
20200205:0111,0,0,0,0.69,1.45
20200205:0211,0,0,0,1.39,1.03
20200205:0311,0,0,0,2.22,0.83
20200205:0411,0,0,0,0.33,1.72
20200205:0511,0,0,0,-0.06,1.66
20200205:0611,0,0,0,-0.28,1.66
20200205:0711,0,0,0,0.04,1.66
20200205:0811,0,0,0,-0.24,1.79
20200205:0911,137.73,167.11,7.16,-0.2,1.86
20200205:1011,395.51,453.58,13.54,2.43,1.72
20200205:1111,458.22,533.26,18.22,5.36,1.86
20200205:1211,614.54,726.12,20.79,6.7,2.34
20200205:1311,622.8,732.89,20.99,7.72,3.31
20200205:1411,236.81,282.17,18.79,8.01,3.17
20200205:1511,308,362.51,14.43,8.15,3.24
20200205:1611,109.92,143.35,8.3,7.94,2.62
20200205:1711,0,0,0,7.15,2.28
20200205:1811,0,0,0,6.19,1.93
20200205:1911,0,0,0,5.47,2.28
20200205:2011,0,0,0,4.84,2.21
20200205:2111,0,0,0,4.42,2.07
20200205:2211,0,0,0,4.16,2.07
20200205:2311,0,0,0,3.92,2.07
20200206:0011,0,0,0,3.57,2.07
20200206:0111,0,0,0,3.47,2.07
20200206:0211,0,0,0,3.19,2.14
20200206:0311,0,0,0,2.95,2.14
20200206:0411,0,0,0,2.78,2.14
20200206:0511,0,0,0,2.91,2.21
20200206:0611,0,0,0,3.27,2.21
20200206:0711,0,0,0,3.26,2.28
20200206:0811,0,0,0,3.57,2.28
20200206:0911,5.02,15.27,7.41,4.4,2.34
20200206:1011,31,50.29,13.81,5.38,2.62
20200206:1111,36.7,57.47,18.51,6.47,2.48
20200206:1211,86.4,115.41,21.09,7.47,4.21
20200206:1311,358.79,417.5,21.3,8.08,4.48
20200206:1411,291.79,342.57,19.09,8.03,4.07
20200206:1511,210.88,252.61,14.72,7.79,4.21
20200206:1611,130.41,165.82,8.58,7.31,3.93
20200206:1711,0,0,0,6.67,3.79
20200206:1811,0,0,0,6.09,3.79
20200206:1911,0,0,0,5.82,3.79
20200206:2011,0,0,0,5.46,3.79
20200206:2111,0,0,0,5.16,3.86
20200206:2211,0,0,0,4.97,3.93
20200206:2311,0,0,0,4.73,4.07
20200207:0011,0,0,0,4.69,4.28
20200207:0111,0,0,0,4.72,4.41
20200207:0211,0,0,0,4.76,4.48
20200207:0311,0,0,0,4.89,4.48
20200207:0411,0,0,0,5.19,4.55
20200207:0511,0,0,0,5.26,4.69
20200207:0611,0,0,0,5.53,4.76
20200207:0711,0,0,0,5.86,4.69
20200207:0811,0,0,0,6.26,4.9
20200207:0911,2.38,10.78,7.67,6.64,5.03
20200207:1011,12.12,26.04,14.09,7.27,5.31
20200207:1111,33.59,53.88,18.8,7.72,5.45
20200207:1211,82.8,111.54,21.4,8.13,6.14
20200207:1311,13.31,27.84,21.61,8.74,6
20200207:1411,10.74,24.25,19.4,9.15,5.45
20200207:1511,127.24,161.35,15.02,9.33,5.52
20200207:1611,14.54,29.63,8.86,9.59,6
20200207:1711,0,0,0,9.18,5.93
20200207:1811,0,0,0,8.34,5.79
20200207:1911,0,0,0,8.56,5.45
20200207:2011,0,0,0,7.92,5.93
20200207:2111,0,0,0,6.71,5.38
20200207:2211,0,0,0,5.96,4.34
20200207:2311,0,0,0,5.17,4
20200208:0011,0,0,0,4.64,5.66
20200208:0111,0,0,0,3.91,4.9
20200208:0211,0,0,0,3.67,4.48
20200208:0311,0,0,0,3.42,4.21
20200208:0411,0,0,0,3.31,4.07
20200208:0511,0,0,0,3.04,4
20200208:0611,0,0,0,2.77,3.79
20200208:0711,0,0,0,3.25,4
20200208:0811,0,0,0,3.47,4.41
20200208:0911,63.48,87.47,7.94,3.99,4.76
20200208:1011,385.36,439.41,14.37,4.91,5.1
20200208:1111,86.09,114.34,19.1,6.26,4.55
20200208:1211,263.66,309.56,21.71,7.5,5.66
20200208:1311,383.44,441.54,21.92,8.02,7.24
20200208:1411,69.45,96.15,19.71,8.05,7.45
20200208:1511,34.3,54.78,15.32,8.07,8.21
20200208:1611,8.96,21.55,9.15,8,7.86
20200208:1711,0,0,0,8.14,7.59
20200208:1811,0,0,0,8.23,7.17
20200208:1911,0,0,0,8.17,7.38
20200208:2011,0,0,0,8.42,7.45
20200208:2111,0,0,0,8.8,7.31
20200208:2211,0,0,0,9.34,7.1
20200208:2311,0,0,0,9.96,6.69
20200209:0011,0,0,0,10.3,6.62
20200209:0111,0,0,0,10.32,6.55
20200209:0211,0,0,0,10.22,6.83
20200209:0311,0,0,0,10.31,7.38
20200209:0411,0,0,0,10.56,8.14
20200209:0511,0,0,0,10.61,8.55
20200209:0611,0,0,0,10.86,8.41
20200209:0711,0,0,0,11.21,8.14
20200209:0811,0,0,0,11.34,7.59
20200209:0911,0.99,8.08,8.21,11.45,9.45
20200209:1011,15.82,31.43,14.66,10.06,9.79
20200209:1111,42.15,64.65,19.41,9.65,9.31
20200209:1211,136.4,171.3,22.03,9.15,9.38
20200209:1311,73.15,100.57,22.24,8.47,9.59
20200209:1411,397.78,458.55,20.03,8.69,7.38
20200209:1511,28.48,47.59,15.62,8.16,9.24
20200209:1611,236.06,282.97,9.44,7.53,8.41
20200209:1711,0,0.9,1.93,6.92,8.76
20200209:1811,0,0,0,5.97,7.79
20200209:1911,0,0,0,6.1,7.17
20200209:2011,0,0,0,5.57,7.03
20200209:2111,0,0,0,4.8,7.45
20200209:2211,0,0,0,4.24,6.83
20200209:2311,0,0,0,3.62,7.03
20200210:0011,0,0,0,3.2,7.31
20200210:0111,0,0,0,2.85,7.72
20200210:0211,0,0,0,2.93,7.1
20200210:0311,0,0,0,3.28,6.9
20200210:0411,0,0,0,3.41,6.41
20200210:0511,0,0,0,2.93,6.14
20200210:0611,0,0,0,3.02,6.41
20200210:0711,0,0,0,3.58,5.72
20200210:0811,0,0,0,3.34,5.59
20200210:0911,3.44,12.57,8.49,3.38,5.31
20200210:1011,15.68,30.53,14.95,3.65,5.24
20200210:1111,16.35,31.43,19.71,3.67,5.17
20200210:1211,143.31,175.52,22.35,3.57,5.38
20200210:1311,21.19,37.71,22.57,3.79,5.52
20200210:1411,369.87,418.56,20.34,3.42,6.48
20200210:1511,66.47,91.08,15.92,3.57,6.07
20200210:1611,263.31,307.28,9.73,2.82,7.79
20200210:1711,0.67,7.18,2.21,2.62,7.59
20200210:1811,0,0,0,2.79,7.38
20200210:1911,0,0,0,2.1,7.31
20200210:2011,0,0,0,2.12,7.03
20200210:2111,0,0,0,2.19,7.03
20200210:2211,0,0,0,2.15,7.17
20200210:2311,0,0,0,2.48,7.03
20200211:0011,0,0,0,2.45,6.9
20200211:0111,0,0,0,2.02,6.76
20200211:0211,0,0,0,2.08,6.55
20200211:0311,0,0,0,1.82,6.55
20200211:0411,0,0,0,1.52,6.41
20200211:0511,0,0,0,1.38,6.41
20200211:0611,0,0,0,1.3,6.48
20200211:0711,0,0,0,0.98,6.07
20200211:0811,0,0,0,0.88,6.07
20200211:0911,210.32,244.57,8.77,1.26,6.14
20200211:1011,148.53,179.11,15.25,2.02,5.24
20200211:1111,24.85,42.2,20.03,2.87,5.03
20200211:1211,15.03,29.63,22.67,3.39,5.66
20200211:1311,30.55,49.39,22.89,3.89,5.72
20200211:1411,87.95,114.97,20.66,3.11,5.93
20200211:1511,459.38,520.39,16.23,3.21,5.17
20200211:1611,2.45,10.78,10.02,2.55,4.97
20200211:1711,16.53,35.15,2.48,2.41,6.55
20200211:1811,0,0,0,1.72,5.86
20200211:1911,0,0,0,1.77,4.97
20200211:2011,0,0,0,1.48,4.76
20200211:2111,0,0,0,1.52,4.62
20200211:2211,0,0,0,1.31,4.62
20200211:2311,0,0,0,1.18,4.62
20200212:0011,0,0,0,1.35,4.55
20200212:0111,0,0,0,1.27,4.48
20200212:0211,0,0,0,1.34,4.55
20200212:0311,0,0,0,1.6,4.34
20200212:0411,0,0,0,1.37,4.14
20200212:0511,0,0,0,0.96,3.86
20200212:0611,0,0,0,0.7,3.52
20200212:0711,0,0,0,0.79,3.17
20200212:0811,0,0,0,0.3,2.97
20200212:0911,95.45,121.62,9.05,0.59,2.97
20200212:1011,250.16,289.35,15.55,1.74,2.41
20200212:1111,434.21,496.61,20.35,2.98,2.69
20200212:1211,584.97,676.98,23,4.3,3.03
20200212:1311,659.85,770.04,23.22,5.04,3.24
20200212:1411,441.3,507.5,20.99,5.64,4
20200212:1511,181.53,219.25,16.54,5.83,3.03
20200212:1611,39.22,60.31,10.31,5.6,2.97
20200212:1711,0,5.39,2.76,4.83,3.24
20200212:1811,0,0,0,4.34,3.66
20200212:1911,0,0,0,4.27,4.34
20200212:2011,0,0,0,4.42,5.17
20200212:2111,0,0,0,4.64,6.07
20200212:2211,0,0,0,4.93,6.55
20200212:2311,0,0,0,5.23,6.28
20200213:0011,0,0,0,5.64,4.62
20200213:0111,0,0,0,5.8,4.14
20200213:0211,0,0,0,4.84,3.1
20200213:0311,0,0,0,3.99,2.55
20200213:0411,0,0,0,3.56,2.34
20200213:0511,0,0,0,3.77,2.07
20200213:0611,0,0,0,3.93,2.14
20200213:0711,0,0,0,3.94,2.41
20200213:0811,0,0,0,4.04,3.03
20200213:0911,96.79,124.94,9.34,4.5,3.45
20200213:1011,480.69,556.93,15.86,5.4,2.55
20200213:1111,645.11,756.14,20.67,6.81,3.45
20200213:1211,73.24,100.57,23.34,7.56,4.48
20200213:1311,72.37,99.67,23.56,7.79,4.48
20200213:1411,76.31,104.07,21.31,7.66,4.34
20200213:1511,96.07,125.77,16.85,6.87,3.86
20200213:1611,40.46,61.95,10.61,6.37,3.52
20200213:1711,0,3.59,3.04,6.01,2.69
20200213:1811,0,0,0,5.55,1.86
20200213:1911,0,0,0,5.26,1.38
20200213:2011,0,0,0,4.58,0.9
20200213:2111,0,0,0,4.08,1.52
20200213:2211,0,0,0,3.68,2
20200213:2311,0,0,0,3.75,2.69
20200214:0011,0,0,0,3.75,3.31
20200214:0111,0,0,0,4.08,4.07
20200214:0211,0,0,0,4.7,4.69
20200214:0311,0,0,0,5.63,5.31
20200214:0411,0,0,0,6.4,5.79
20200214:0511,0,0,0,7.38,6.21
20200214:0611,0,0,0,8.25,6.41
20200214:0711,0,0,0,9.06,6.48
20200214:0811,0,1.66,1.87,9.49,6.41
20200214:0911,11.97,26.04,9.64,9.65,6.28
20200214:1011,130.92,165.38,16.17,9.54,5.86
20200214:1111,602.24,700.99,21,9.45,5.86
20200214:1211,535.39,622.03,23.67,9.27,5.72
20200214:1311,199.15,241.7,23.9,9.56,5.52
20200214:1411,96.07,127.3,21.64,9.63,5.59
20200214:1511,300.31,354.06,17.17,9.34,4.69
20200214:1611,64.13,90.6,10.9,8.87,4.14
20200214:1711,1.02,8.08,3.33,8.14,3.52
20200214:1811,0,0,0,7.31,2.83
20200214:1911,0,0,0,7.14,3.1
20200214:2011,0,0,0,6.83,3.17
20200214:2111,0,0,0,6.27,3.24
20200214:2211,0,0,0,5.67,3.52
20200214:2311,0,0,0,5.42,3.86
20200215:0011,0,0,0,5.51,4.14
20200215:0111,0,0,0,5.97,4.48
20200215:0211,0,0,0,6.54,4.9
20200215:0311,0,0,0,6.94,5.45
20200215:0411,0,0,0,7.23,6.07
20200215:0511,0,0,0,7.41,6.55
20200215:0611,0,0,0,7.9,6.97
20200215:0711,0,0,0,8.5,7.66
20200215:0811,0,1.66,2.16,8.73,7.86
20200215:0911,9.53,22.45,9.94,8.77,8.07
20200215:1011,169.18,206.44,16.48,8.91,7.93
20200215:1111,46.69,70.04,21.33,9.32,7.45
20200215:1211,75.67,104.16,24.01,9.96,7.66
20200215:1311,58.56,84.41,24.24,10.32,7.31
20200215:1411,33.2,53.88,21.97,10.15,6.48
20200215:1511,8.86,21.55,17.48,9.93,5.66
20200215:1611,3.3,12.57,11.2,9.78,7.24
20200215:1711,5.65,17.07,3.61,8.05,6.28
20200215:1811,0,0,0,7.11,5.24
20200215:1911,0,0,0,7.04,5.31
20200215:2011,0,0,0,7.07,5.24
20200215:2111,0,0,0,7.02,5.24
20200215:2211,0,0,0,8.16,7.24
20200215:2311,0,0,0,8,7.45
20200216:0011,0,0,0,7.95,7.66
20200216:0111,0,0,0,6.7,7.38
20200216:0211,0,0,0,5.44,6.9
20200216:0311,0,0,0,4.83,6.69
20200216:0411,0,0,0,4.83,6.83
20200216:0511,0,0,0,4.52,6.28
20200216:0611,0,0,0,4.26,5.93
20200216:0711,0,0,0,4.27,5.59
20200216:0811,0,4.97,2.45,4.13,5.45
20200216:0911,367.46,420.63,10.24,4.59,6
20200216:1011,368.08,419.78,16.8,5.33,6.34
20200216:1111,704.82,805.7,21.66,6.05,7.38
20200216:1211,413.84,472.07,24.36,6.26,7.52
20200216:1311,697.51,796.48,24.58,6.3,8
20200216:1411,266.23,310.07,22.31,6.66,8.48
20200216:1511,35.41,55.67,17.8,5.85,6.9
20200216:1611,25.99,44,11.5,5.34,8.14
20200216:1711,29.96,53.3,3.89,4.73,7.72
20200216:1811,0,0,0,4.5,7.59
20200216:1911,0,0,0,3.94,7.24
20200216:2011,0,0,0,3.87,7.45
20200216:2111,0,0,0,3.89,7.59
20200216:2211,0,0,0,4.02,7.66
20200216:2311,0,0,0,4.26,7.59
20200217:0011,0,0,0,4.22,7.52
20200217:0111,0,0,0,4.4,7.31
20200217:0211,0,0,0,3.72,6.41
20200217:0311,0,0,0,3.87,5.72
20200217:0411,0,0,0,4.22,4.97
20200217:0511,0,0,0,4.36,4.55
20200217:0611,0,0,0,4.65,4.69
20200217:0711,0,0,0,4.87,4.83
20200217:0811,0.42,6.63,2.74,4.84,5.24
20200217:0911,56.27,79.73,10.55,4.98,5.59
20200217:1011,129.9,161.62,17.13,5.34,5.59
20200217:1111,68.53,94.29,22,5.48,5.79
20200217:1211,93.13,121.99,24.71,5.53,6.07
20200217:1311,703.57,806.43,24.93,5.35,6.41
20200217:1411,665.71,758.49,22.65,4.89,6.55
20200217:1511,513.32,584.02,18.12,4.89,6
20200217:1611,302.86,353.08,11.8,3.76,5.59
20200217:1711,66.5,102.22,4.18,3.76,6.55
20200217:1811,0,0,0,3.52,5.59
20200217:1911,0,0,0,3.32,4.97
20200217:2011,0,0,0,3.05,4.83
20200217:2111,0,0,0,3.02,4.9
20200217:2211,0,0,0,2.98,5.03
20200217:2311,0,0,0,3.08,5.03
20200218:0011,0,0,0,3.29,4.9
20200218:0111,0,0,0,3.34,4.76
20200218:0211,0,0,0,3.34,4.55
20200218:0311,0,0,0,3.49,4.62
20200218:0411,0,0,0,3.53,4.48
20200218:0511,0,0,0,3.55,4.48
20200218:0611,0,0,0,3.9,4.69
20200218:0711,0,0,0,4.38,4.55
20200218:0811,0,4.97,3.04,4.22,4.55
20200218:0911,292.86,339.07,10.86,4.62,4.83
20200218:1011,44.52,66.45,17.46,5.29,5.24
20200218:1111,31.03,50.29,22.35,5.53,5.79
20200218:1211,263.97,308.71,25.06,5.77,5.1
20200218:1311,269.6,314.02,25.28,5.65,6.14
20200218:1411,111.23,142.06,22.98,5.65,5.86
20200218:1511,430.78,491.48,18.44,5.04,5.66
20200218:1611,305.79,356.74,12.11,4.3,6
20200218:1711,10.24,23.56,4.46,3.69,6.14
20200218:1811,0,0,0,3.26,5.45
20200218:1911,0,0,0,3.18,5.1
20200218:2011,0,0,0,2.87,4.55
20200218:2111,0,0,0,2.81,4.34
20200218:2211,0,0,0,2.87,4.07
20200218:2311,0,0,0,2.62,3.93
20200219:0011,0,0,0,2.73,3.79
20200219:0111,0,0,0,2.56,3.17
20200219:0211,0,0,0,2.51,2.69
20200219:0311,0,0,0,2.25,2.41
20200219:0411,0,0,0,2.38,2.62
20200219:0511,0,0,0,2.59,2.9
20200219:0611,0,0,0,2.87,3.17
20200219:0711,0,0,0,3.7,3.52
20200219:0811,0,3.32,3.34,4.6,4.07
20200219:0911,25.19,43.1,11.18,5.79,4.41
20200219:1011,35.23,55.67,17.79,6.69,4.76
20200219:1111,81.29,109.49,22.69,7.25,5.38
20200219:1211,85.89,114.94,25.41,7.62,5.79
20200219:1311,70.81,97.88,25.63,7.98,5.59
20200219:1411,63.68,89.8,23.33,8.4,5.45
20200219:1511,100.09,131.08,18.77,8.5,5.38
20200219:1611,25.52,44,12.41,8.78,5.45
20200219:1711,2.34,10.78,4.75,8.95,5.52
20200219:1811,0,0,0,8.94,5.52
20200219:1911,0,0,0,8.83,4.97
20200219:2011,0,0,0,8.77,4.9
20200219:2111,0,0,0,8.74,4.69
20200219:2211,0,0,0,8.69,4.55
20200219:2311,0,0,0,8.64,4.48
20200220:0011,0,0,0,8.68,4.48
20200220:0111,0,0,0,8.69,4.41
20200220:0211,0,0,0,8.64,4.21
20200220:0311,0,0,0,8.65,3.86
20200220:0411,0,0,0,8.39,3.79
20200220:0511,0,0,0,6.85,4.76
20200220:0611,0,0,0,4.65,4.48
20200220:0711,0,0,0,4.09,4.83
20200220:0811,52.38,77.37,3.65,3.28,5.66
20200220:0911,341.43,389.02,11.5,2.78,5.38
20200220:1011,579.21,657.09,18.13,3.08,4.76
20200220:1111,174.41,208.54,23.04,3.24,6.07
20200220:1211,109.94,139.71,25.77,3.75,5.66
20200220:1311,472.64,537.66,25.99,4.69,5.72
20200220:1411,663.87,760.28,23.67,5.37,6
